id,prob.low.willingness
id02286,0.954070981
id00553,0.91875
id02768,0.982905983
id03251,0.919834711
id00879,0.91875
id00645,0.91875
id04619,0.91875
id04852,0.954070981
id01225,0.91875
id02686,1
id00222,0.954070981
id00071,0.954070981
id00760,0.954070981
id02150,0.954070981
id03116,0.954070981
id01414,0.954070981
id01147,0.954070981
id02616,0.954070981
id03732,0.91875
id02914,0.954070981
id02324,0.954070981
id02045,0.91875
id04281,0.982905983
id04879,0.982905983
id04659,0.982905983
id03172,0.982905983
id03026,0.954070981
id04862,0.982905983
id01655,0.982905983
id02165,0.982905983
id02198,0.91875
id01777,0.982905983
id00204,0.982905983
id02531,0.982905983
id04308,0.982905983
id02357,0.982905983
id03254,0.982905983
id04769,0.982905983
id00609,0.982905983
id02805,0.91875
id04216,0.982905983
id01636,0.982905983
id01891,0.982905983
id01812,0.954070981
id00244,0.982905983
id04691,0.954070981
id00812,0.982905983
id02718,0.982905983
id04819,0.982905983
id03770,0.982905983
id00098,0.954070981
id02847,0.982905983
id03125,0.982905983
id00378,0.982905983
id03394,0.982905983
id02980,0.982905983
id00223,0.982905983
id00061,0.954070981
id01261,0.982905983
id02683,0.982905983
id01969,0.982905983
id02515,0.982905983
id03046,0.982905983
id03647,0.982905983
id02802,0.91875
id03773,0.982905983
id04270,0.982905983
id03557,0.982905983
id04570,0.982905983
id03037,0.982905983
id00065,0.982905983
id04027,0.954070981
id01178,0.91875
id02108,0.954070981
id04753,0.91875
id02792,0.982905983
id00778,0.91875
id04932,0.982905983
id04246,0.982905983
id04420,0.982905983
id00294,0.982905983
id01677,0.982905983
id04060,0.982905983
id03463,0.982905983
id01601,0.91875
id04746,0.982905983
id04750,0.982905983
id03348,0.91875
id04239,0.982905983
id04836,0.954070981
id02452,0.954070981
id03476,0.919834711
id02795,0.982905983
id03829,0.982905983
id00652,0.954070981
id04944,0.91875
id03069,0.954070981
id00656,0.954070981
id00154,0.954070981
id02387,0.954070981
id03143,0.982905983
id02462,0.91875
id04705,0.91875
id04241,0.982905983
id03498,0.982905983
id04740,0.954070981
id01712,0.982905983
id02042,0.982905983
id02814,0.954070981
id03347,0.982905983
id00471,0.954070981
id01186,0.982905983
id01758,0.982905983
id00160,0.982905983
id04088,0.982905983
id00535,0.919834711
id04555,0.982905983
id00351,0.982905983
id02301,0.954070981
id00172,0.91875
id04871,0.91875
id03390,0.91875
id01967,0.954070981
id00302,0.954070981
id00435,0.982905983
id01917,0.954070981
id04302,0.954070981
id04484,0.954070981
id02254,0.954070981
id02560,0.919834711
id02385,0.91875
id02540,1
id02947,1
id04578,1
id01170,0.91875
id01709,0.91875
id01943,0.954070981
id03719,0.954070981
id00277,0.954070981
id04489,0.91875
id01289,1
id04933,1
id03735,0.91875
id00971,0.91875
id04400,0.91875
id03458,0.954070981
id04820,1
id01899,0.919834711
id02989,1
id02901,0.954070981
id04014,0.91875
id04346,0.91875
id04405,0.954070981
id03713,0.91875
id04782,0.954070981
id02171,0.954070981
id02956,0.91875
id01995,0.954070981
id00013,0.91875
id02634,0.954070981
id04003,0.954070981
id03020,0.919834711
id00039,0.919834711
id03784,0.954070981
id03828,0.919834711
id00676,0.91875
id03859,0.91875
id01705,0.954070981
id02417,0.954070981
id01866,0.91875
id04586,0.91875
id00913,0.91875
id01086,0.91875
id01567,1
id03755,1
id00956,0.91875
id01142,1
id04715,0.91875
id01098,1
id03139,1
id03447,1
id04267,0.919834711
id02095,1
id02490,0.91875
id03147,0.982905983
id03012,0.982905983
id02554,1
id03807,0.91875
id04605,0.91875
id04382,0.954070981
id02819,0.982905983
id00794,0.954070981
id02410,0.954070981
id03362,0.91875
id02378,0.982905983
id04255,0.91875
id01385,0.954070981
id01587,0.919834711
id01180,0.91875
id00376,0.91875
id02129,0.954070981
id03087,0.982905983
id04095,0.91875
id03721,1
id01105,0.919834711
id04851,0.91875
id01218,0.954070981
id04194,0.954070981
id04811,0.954070981
id02726,0.91875
id01430,0.954070981
id01229,0.91875
id01759,0.91875
id04749,0.91875
id03018,0.954070981
id03058,0.982905983
id03328,0.982905983
id04897,0.982905983
id03131,0.91875
id01787,0.982905983
id00865,0.982905983
id04664,0.982905983
id03786,0.982905983
id01355,0.954070981
id00732,0.982905983
id00936,0.982905983
id04531,0.982905983
id02062,0.982905983
id02709,0.982905983
id02453,0.982905983
id01700,0.982905983
id00177,0.982905983
id01590,0.982905983
id00682,0.954070981
id01363,0.982905983
id00437,0.982905983
id04752,0.919834711
id04103,0.982905983
id00346,0.982905983
id02639,0.982905983
id04458,0.982905983
id01269,0.91875
id02105,0.982905983
id00534,0.954070981
id02688,0.982905983
id03626,0.982905983
id03509,0.982905983
id02195,0.919834711
id03930,0.91875
id00103,0.982905983
id02916,0.982905983
id02615,0.982905983
id01477,0.982905983
id01500,0.982905983
id03717,0.982905983
id03576,0.982905983
id01431,0.91875
id02072,0.982905983
id01364,0.982905983
id01630,0.982905983
id00925,0.982905983
id02875,0.91875
id01358,0.91875
id02921,0.982905983
id01713,0.982905983
id04384,0.982905983
id00040,0.982905983
id02056,0.982905983
id00359,0.91875
id02676,0.982905983
id03611,0.954070981
id03170,0.982905983
id04611,0.982905983
id02434,0.982905983
id02167,0.982905983
id04927,0.91875
id03789,0.982905983
id02124,0.982905983
id04854,0.982905983
id01155,0.982905983
id00458,0.954070981
id03166,0.91875
id02512,0.982905983
id03524,0.982905983
id00960,0.982905983
id00949,0.982905983
id02890,0.982905983
id00353,0.954070981
id01708,0.982905983
id00153,0.919834711
id00493,0.982905983
id03423,0.982905983
id03495,0.982905983
id02876,0.982905983
id00907,0.954070981
id04618,0.919834711
id02402,0.91875
id04189,0.982905983
id02572,0.982905983
id02564,0.91875
id00938,0.982905983
id01062,0.954070981
id04550,0.982905983
id03292,0.954070981
id04353,0.982905983
id00265,0.982905983
id03137,0.982905983
id03551,0.91875
id02745,0.982905983
id01963,0.982905983
id00705,0.982905983
id00937,0.982905983
id03453,0.91875
id03865,0.982905983
id02721,0.982905983
id02381,0.982905983
id02821,0.982905983
id01055,0.982905983
id00079,0.982905983
id01306,0.954070981
id02482,0.91875
id01190,0.954070981
id03287,0.982905983
id01274,0.982905983
id00982,0.91875
id00208,1
id02825,0.91875
id01264,0.91875
id04661,0.982905983
id04680,0.91875
id00111,0.954070981
id02551,0.91875
id00190,0.91875
id00851,0.919834711
id03931,0.954070981
id03160,0.954070981
id00498,0.91875
id02476,1
id00565,0.91875
id01748,0.91875
id04135,0.954070981
id00722,0.91875
id02093,0.954070981
id03583,0.91875
id01717,0.91875
id03429,1
id04731,0.91875
id03321,0.91875
id00654,0.91875
id00958,0.954070981
id02065,0.982905983
id01505,0.954070981
id01434,0.91875
id01121,0.91875
id03407,0.91875
id04877,0.954070981
id01298,0.982905983
id00278,0.954070981
id04319,0.954070981
id01327,0.954070981
id00495,1
id04227,1
id02290,0.91875
id01813,1
id03752,1
id01226,1
id00518,1
id03698,1
id04144,0.91875
id02704,1
id02860,0.91875
id00529,0.91875
id03397,0.91875
id02174,0.91875
id00288,0.91875
id01936,0.954070981
id04896,0.954070981
id02631,0.982905983
id03261,0.91875
id03555,0.954070981
id04708,0.91875
id00804,0.954070981
id03542,0.91875
id01171,0.954070981
id00552,0.91875
id01053,0.91875
id03289,0.954070981
id04289,0.954070981
id04304,0.954070981
id01792,0.954070981
id01546,0.954070981
id03545,0.91875
id00817,0.91875
id03563,0.919834711
id01234,0.954070981
id01063,0.954070981
id01324,0.91875
id03431,0.919834711
id03905,0.91875
id03849,0.91875
id03014,0.91875
id03092,0.954070981
id04167,0.982905983
id03925,0.982905983
id03728,0.982905983
id01302,0.954070981
id04759,0.982905983
id03297,0.982905983
id04709,0.982905983
id01206,0.982905983
id00228,0.982905983
id04006,0.954070981
id00236,0.982905983
id03061,0.982905983
id04061,0.91875
id04157,0.91875
id01838,0.91875
id04744,0.954070981
id03820,0.982905983
id01476,0.982905983
id01837,0.982905983
id01729,0.982905983
id00467,0.982905983
id03599,0.982905983
id01380,0.982905983
id01861,0.982905983
id00864,0.982905983
id03749,0.982905983
id04205,0.982905983
id03597,0.91875
id01981,0.919834711
id03129,0.954070981
id01743,0.982905983
id01301,0.982905983
id03346,0.982905983
id04609,0.982905983
id01921,0.982905983
id04899,0.982905983
id02091,0.982905983
id01441,0.982905983
id04214,0.91875
id01979,0.982905983
id04282,0.982905983
id04543,0.954070981
id04580,0.982905983
id04833,0.982905983
id03180,0.982905983
id02006,0.954070981
id04786,0.982905983
id01268,0.954070981
id04916,0.982905983
id01237,0.982905983
id01725,0.982905983
id03664,0.982905983
id00011,0.91875
id00707,0.982905983
id02843,0.954070981
id01556,0.91875
id02817,0.982905983
id01606,0.982905983
id02577,0.982905983
id00861,0.982905983
id02191,0.982905983
id02563,0.982905983
id01735,0.982905983
id00354,0.982905983
id02143,0.982905983
id00141,0.919834711
id04517,0.982905983
id00930,0.982905983
id03778,0.982905983
id04686,0.954070981
id02647,0.982905983
id01199,0.91875
id01674,0.982905983
id01834,0.919834711
id02098,0.954070981
id04634,0.91875
id00576,0.91875
id03692,0.982905983
id01491,0.982905983
id01468,0.982905983
id02882,0.982905983
id03489,0.919834711
id03019,0.982905983
id00186,0.982905983
id04724,0.982905983
id00253,0.982905983
id00748,0.982905983
id01698,0.982905983
id02844,0.982905983
id00567,0.982905983
id00789,0.982905983
id01077,0.982905983
id00033,0.954070981
id00165,0.982905983
id01786,0.954070981
id03340,0.982905983
id03803,0.982905983
id02019,0.954070981
id04912,0.982905983
id02619,0.982905983
id04210,0.91875
id04839,0.954070981
id02001,0.91875
id02179,0.982905983
id04080,0.954070981
id00539,0.982905983
id00218,0.91875
id04832,0.91875
id01871,0.954070981
id00095,0.982905983
id00797,0.919834711
id02073,0.954070981
id00120,0.91875
id02587,0.954070981
id01897,0.91875
id00740,1
id00350,1
id04164,0.91875
id04136,1
id01942,0.91875
id02978,0.91875
id03104,0.954070981
id00254,0.91875
id00336,0.91875
id04454,0.91875
id01033,0.91875
id03119,1
id00482,1
id04020,0.91875
id03501,0.91875
id02816,0.91875
id02242,0.982905983
id04697,0.91875
id00311,0.954070981
id04606,0.982905983
id04801,0.982905983
id02334,0.954070981
id02997,0.954070981
id01125,0.919834711
id02767,0.91875
id00317,0.91875
id02132,0.919834711
id00679,0.91875
id01346,0.91875
id02206,0.91875
id01804,0.91875
id01699,0.91875
id02783,0.91875
id03134,0.954070981
id03995,0.954070981
id00832,0.954070981
id01270,0.91875
id04118,0.954070981
id00779,0.954070981
id00073,0.91875
id00547,0.954070981
id04231,0.954070981
id01475,0.954070981
id04185,0.91875
id04635,0.954070981
id01069,0.982905983
id01150,0.982905983
id00711,0.91875
id03633,1
id01070,0.91875
id00702,1
id01159,1
id03609,1
id04004,0.91875
id00749,1
id02440,1
id01479,0.91875
id01779,0.91875
id02352,1
id03278,0.982905983
id03068,1
id02424,0.91875
id03173,0.982905983
id03533,0.982905983
id04494,0.982905983
id01597,0.91875
id01610,0.91875
id03794,0.954070981
id03158,0.91875
id04019,0.982905983
id01774,1
id00340,0.954070981
id02202,0.954070981
id03603,0.91875
id01383,0.91875
id00003,0.982905983
id01029,0.982905983
id02610,0.982905983
id03658,0.982905983
id04236,0.982905983
id00423,0.982905983
id01593,0.982905983
id01006,0.982905983
id03081,0.91875
id01235,0.982905983
id04209,0.982905983
id04930,0.982905983
id02267,0.982905983
id03418,0.982905983
id04442,0.982905983
id03652,0.982905983
id04742,0.982905983
id01576,0.982905983
id02079,0.982905983
id02029,0.982905983
id01749,0.982905983
id00185,0.982905983
id01562,0.982905983
id00627,0.982905983
id02733,0.982905983
id04575,0.982905983
id01427,0.982905983
id00811,0.982905983
id02567,0.982905983
id04428,0.982905983
id04591,0.982905983
id01085,0.982905983
id03242,0.982905983
id03117,0.982905983
id01320,0.982905983
id02372,0.982905983
id00263,0.982905983
id01488,0.982905983
id01821,0.919834711
id00520,0.982905983
id00121,0.982905983
id02157,0.982905983
id00243,0.982905983
id02660,0.982905983
id04894,0.982905983
id01675,0.982905983
id04728,0.982905983
id01513,0.954070981
id00906,0.982905983
id01352,0.982905983
id03443,0.982905983
id01198,0.982905983
id02690,0.982905983
id04795,0.982905983
id00678,0.982905983
id04880,0.91875
id04610,0.982905983
id01059,0.91875
id02061,0.982905983
id01856,0.982905983
id01889,0.982905983
id01766,0.954070981
id01448,0.982905983
id03258,0.982905983
id04760,0.91875
id00255,0.919834711
id00737,0.91875
id04447,0.982905983
id04274,0.954070981
id04128,0.91875
id03015,0.982905983
id00928,0.919834711
id00331,0.919834711
id00701,0.954070981
id03733,0.954070981
id03791,0.91875
id04202,0.91875
id00429,0.982905983
id04893,0.982905983
id01189,0.982905983
id00597,0.982905983
id04568,0.982905983
id01696,0.982905983
id04131,0.954070981
id04438,0.982905983
id01419,0.982905983
id00344,0.91875
id01052,0.982905983
id02099,0.982905983
id00988,0.982905983
id01183,0.982905983
id01948,0.919834711
id03293,0.982905983
id01539,0.954070981
id00590,0.91875
id02312,0.982905983
id01997,0.954070981
id02012,0.919834711
id03899,0.954070981
id01809,0.982905983
id01074,0.954070981
id02193,0.91875
id00361,0.91875
id03003,0.91875
id01808,0.91875
id03968,0.91875
id02979,0.954070981
id01002,0.954070981
id02748,1
id01618,0.954070981
id03095,0.91875
id04917,0.91875
id00477,0.954070981
id01678,0.982905983
id02623,0.954070981
id02368,0.91875
id03500,0.982905983
id00099,0.91875
id04651,0.954070981
id02060,0.91875
id01168,0.91875
id00623,0.91875
id02379,0.919834711
id04441,1
id04188,0.91875
id04291,0.954070981
id00546,0.91875
id03670,0.91875
id01983,0.954070981
id02863,0.954070981
id04078,0.91875
id02757,0.91875
id00384,0.954070981
id02815,0.954070981
id00974,0.982905983
id02014,0.954070981
id03091,0.91875
id00895,0.954070981
id02746,0.919834711
id04516,0.91875
id01054,0.91875
id01238,0.91875
id01458,0.91875
id01066,1
id01493,1
id04348,0.982905983
id02771,0.91875
id01890,1
id02080,1
id03505,1
id00536,0.91875
id02136,0.91875
id03543,0.954070981
id02705,0.91875
id04706,0.982905983
id00436,0.954070981
id01507,0.954070981
id00507,0.982905983
id03425,0.954070981
id03716,0.954070981
id02645,0.982905983
id00249,0.982905983
id00903,0.982905983
id00279,0.954070981
id02984,0.91875
id00512,0.954070981
id04914,0.982905983
id02134,0.982905983
id01133,0.91875
id02450,0.91875
id00783,0.91875
id02278,0.91875
id02016,0.982905983
id02673,0.954070981
id02395,0.982905983
id04115,0.954070981
id02903,0.91875
id04151,0.954070981
id04834,0.91875
id04459,0.954070981
id01498,0.982905983
id04476,0.954070981
id04781,0.91875
id03478,0.954070981
id02147,0.954070981
id03474,0.954070981
id02648,0.982905983
id04448,0.982905983
id04554,0.982905983
id04768,0.982905983
id01207,0.919834711
id01796,0.982905983
id03779,0.954070981
id02183,0.982905983
id01884,0.982905983
id02222,0.954070981
id03336,0.954070981
id03675,0.982905983
id02678,0.982905983
id03805,0.982905983
id02436,0.982905983
id00345,0.982905983
id02618,0.982905983
id01549,0.982905983
id01021,0.982905983
id01079,0.982905983
id04287,0.982905983
id03669,0.982905983
id04016,0.982905983
id02046,0.91875
id03067,0.982905983
id00419,0.982905983
id04480,0.954070981
id04623,0.91875
id02037,0.982905983
id02241,0.954070981
id01988,0.982905983
id01439,0.982905983
id01894,0.982905983
id04463,0.982905983
id00860,0.982905983
id01952,0.982905983
id03186,0.982905983
id02057,0.982905983
id02461,0.982905983
id00523,0.91875
id00116,0.982905983
id03745,0.982905983
id01097,0.982905983
id04719,0.982905983
id04322,0.982905983
id04487,0.982905983
id04253,0.982905983
id01372,0.982905983
id01848,0.954070981
id01109,0.982905983
id03315,0.982905983
id03594,0.982905983
id01078,0.982905983
id00140,0.982905983
id02908,0.982905983
id02896,0.954070981
id00430,0.982905983
id02300,0.982905983
id00281,0.982905983
id03301,0.982905983
id04636,0.982905983
id02471,0.982905983
id03867,0.982905983
id03426,0.982905983
id03191,0.954070981
id01548,0.982905983
id03369,0.919834711
id01510,0.919834711
id03979,0.982905983
id03880,0.919834711
id01276,0.954070981
id02812,0.982905983
id00831,0.982905983
id02018,0.982905983
id02941,0.91875
id03386,0.982905983
id01974,0.982905983
id00885,0.954070981
id02204,0.982905983
id02270,0.982905983
id00526,0.982905983
id04687,0.982905983
id02248,0.91875
id02507,0.982905983
id02229,0.982905983
id04595,0.954070981
id03901,0.954070981
id04432,0.954070981
id00055,0.982905983
id03765,0.954070981
id00282,0.954070981
id01341,0.954070981
id01285,0.91875
id00024,0.91875
id04294,0.91875
id04540,0.91875
id01908,0.954070981
id04373,0.982905983
id03481,0.919834711
id01422,0.954070981
id03933,0.954070981
id01518,0.954070981
id01583,0.982905983
id00542,0.91875
id04026,0.919834711
id01534,0.91875
id03942,0.954070981
id02168,0.91875
id00123,0.91875
id04776,0.954070981
id04099,0.919834711
id02836,0.91875
id00770,0.91875
id04177,0.91875
id03799,0.982905983
id00259,0.954070981
id02596,0.919834711
id04315,0.954070981
id00917,0.954070981
id00090,0.91875
id02349,0.91875
id02884,0.954070981
id03464,0.954070981
id03250,0.954070981
id03468,0.954070981
id00587,0.91875
id02427,0.91875
id02650,0.91875
id01527,1
id04653,1
id03222,0.919834711
id00501,0.91875
id01563,0.91875
id03487,0.91875
id03978,0.91875
id00499,1
id03381,0.91875
id00413,0.91875
id03005,0.954070981
id01566,0.954070981
id00076,0.91875
id04079,0.919834711
id00892,0.982905983